class,filename,label
train,67_3_1-0,neutral
train,100_3_1-2,neutral
train,61_3_2-14,neutral
train,58_1_1-6,neutral
train,36_4_2-2,neutral
train,73_6_2-20,neutral
train,34_1_2-16,neutral
train,75_4_1-8,neutral
train,66_3_1-8,neutral
train,81_1_1-4,neutral
train,26_4_1-16,neutral
train,102_4_1-8,neutral
train,80_3_1-8,neutral
train,58_4_2-0,neutral
train,78_4_1-2,neutral
train,69_6_1-8,neutral
train,16_4_1-2,neutral
train,75_6_1-14,neutral
train,22_6_2-16,neutral
train,93_6_5-16,neutral
train,83_2_1-0,neutral
train,56_1_1-0,neutral
train,62_4_1-16,neutral
train,69_2_1-2,neutral
train,82_2_1-16,neutral
train,72_1_1-12,neutral
train,81_1_2-12,neutral
train,97_4_1-20,neutral
train,36_2_1-20,neutral
train,72_6_1-8,neutral
train,87_6_3-8,neutral
train,94_2_1-10,neutral
train,81_1_2-8,neutral
train,38_3_1-16,neutral
train,09_1_2-4,neutral
train,22_4_2-14,neutral
train,98_3_2-16,neutral
train,56_4_1-12,neutral
train,99_1_2-0,neutral
train,92_4_2-4,neutral
train,65_4_2-4,neutral
train,95_4_2-0,neutral
train,59_6_3-12,neutral
train,105_1_1-10,neutral
train,76_1_3-12,neutral
train,59_4_2-2,neutral
train,97_6_1-8,neutral
train,92_1_1-2,neutral
train,100_6_3-14,neutral
train,60_2_1-14,neutral
train,95_6_1-8,neutral
train,34_1_2-2,neutral
train,53_4_1-12,neutral
train,35_2_1-2,neutral
train,38_3_2-2,neutral
train,86_2_2-16,neutral
train,101_6_1-2,neutral
train,92_1_1-6,neutral
train,79_1_2-18,neutral
train,73_2_1-4,neutral
train,20_2_1-20,neutral
train,51_1_2-8,neutral
train,98_6_1-4,neutral
train,73_1_1-4,neutral
train,93_6_5-0,neutral
train,66_6_1-20,neutral
train,24_6_1-20,neutral
train,86_1_1-0,neutral
train,83_2_1-2,neutral
train,107_3_1-12,neutral
train,94_2_2-0,neutral
train,94_2_1-12,neutral
train,76_6_3-20,neutral
train,85_6_3-6,neutral
train,27_3_1-18,neutral
train,57_3_1-4,neutral
train,105_2_1-10,neutral
train,09_3_2-14,neutral
train,76_3_2-0,neutral
train,65_4_2-20,neutral
train,73_4_1-16,neutral
train,86_3_1-8,neutral
train,16_3_1-6,neutral
train,82_3_1-16,neutral
train,83_6_2-20,neutral
train,103_6_1-2,neutral
train,34_1_3-0,neutral
train,59_1_1-12,neutral
train,93_3_1-10,neutral
train,80_4_1-12,neutral
train,56_3_2-20,neutral
train,81_1_5-12,neutral
train,107_2_2-16,neutral
train,37_4_2-18,neutral
train,72_2_1-4,neutral
train,20_4_1-6,neutral
train,100_6_2-16,neutral
train,100_6_4-8,neutral
train,59_4_2-20,neutral
train,86_2_2-14,neutral
train,66_2_1-6,neutral
train,66_4_1-6,neutral
train,107_1_1-2,neutral
train,35_4_1-20,neutral
train,101_1_1-0,neutral
train,100_6_3-16,neutral
train,87_1_1-18,neutral
train,09_6_1-10,neutral
train,27_6_1-4,neutral
train,38_4_1-6,neutral
train,103_4_1-4,neutral
train,65_2_1-18,neutral
train,32_3_2-20,neutral
train,72_3_1-12,neutral
train,79_3_2-6,neutral
train,66_2_2-10,neutral
train,83_6_1-14,neutral
train,90_3_1-4,neutral
train,86_2_1-0,neutral
train,09_1_3-4,neutral
train,99_1_2-12,neutral
train,59_6_3-14,neutral
train,32_3_1-10,neutral
train,37_3_1-12,neutral
train,20_4_1-16,neutral
train,82_6_1-12,neutral
train,71_6_1-6,neutral
train,66_6_2-6,neutral
train,98_4_3-8,neutral
train,97_3_1-4,neutral
train,93_6_1-2,neutral
train,70_4_1-14,neutral
train,94_4_2-4,neutral
train,100_2_1-0,neutral
train,103_4_1-14,neutral
train,23_2_1-18,neutral
train,89_3_1-0,neutral
train,27_2_1-8,neutral
train,51_1_1-16,neutral
train,23_4_1-20,neutral
train,24_6_1-16,neutral
train,90_2_1-20,neutral
train,81_2_3-16,neutral
train,87_4_2-16,neutral
train,89_3_1-2,neutral
train,38_6_1-4,neutral
train,38_4_2-18,neutral
train,71_4_1-4,neutral
train,78_6_2-8,neutral
train,103_1_1-2,neutral
train,107_4_1-6,neutral
train,76_2_1-8,neutral
train,59_6_3-8,neutral
train,98_3_2-20,neutral
train,90_3_2-10,neutral
train,16_3_1-20,neutral
train,80_2_1-8,neutral
train,101_2_1-18,neutral
train,73_3_2-18,neutral
train,98_3_2-10,neutral
train,100_6_2-12,neutral
train,94_4_1-8,neutral
train,34_2_3-12,neutral
train,91_1_1-16,neutral
train,26_2_1-2,neutral
train,51_1_3-14,neutral
train,27_1_1-18,neutral
train,84_3_1-18,neutral
train,66_3_2-16,neutral
train,94_4_2-20,neutral
train,103_3_1-4,neutral
train,82_6_1-4,neutral
train,62_3_1-10,neutral
train,105_3_1-10,neutral
train,62_2_1-14,neutral
train,78_4_2-14,neutral
train,28_4_2-16,neutral
train,75_2_2-4,neutral
train,101_4_2-12,neutral
train,79_3_1-10,neutral
train,59_6_1-0,neutral
train,38_2_2-14,neutral
train,103_1_2-10,neutral
train,100_4_1-18,neutral
train,79_3_2-4,neutral
train,105_1_3-2,neutral
train,34_3_2-0,neutral
train,66_4_2-10,neutral
train,95_6_1-6,neutral
train,76_2_1-10,neutral
train,98_1_2-6,neutral
train,72_3_2-0,neutral
train,72_2_1-20,neutral
train,84_3_1-8,neutral
train,58_6_3-12,neutral
train,53_3_1-16,neutral
train,92_4_1-6,neutral
train,82_3_1-20,neutral
train,22_6_2-12,neutral
train,27_6_1-0,neutral
train,53_2_1-12,neutral
train,79_2_1-12,neutral
train,103_4_2-0,neutral
train,81_1_4-20,neutral
train,67_2_1-8,neutral
train,10_2_2-0,neutral
train,09_6_1-6,neutral
train,24_4_2-16,neutral
train,57_3_2-6,neutral
train,69_3_2-12,neutral
train,38_3_2-10,neutral
train,36_1_2-14,neutral
train,26_6_1-6,neutral
train,93_4_2-0,neutral
train,106_6_1-20,neutral
train,66_1_1-16,neutral
train,24_4_1-12,neutral
train,73_1_1-2,neutral
train,78_6_2-0,neutral
train,76_3_2-18,neutral
train,102_4_1-12,neutral
train,67_4_2-0,neutral
train,101_6_3-10,neutral
train,96_2_1-20,neutral
train,96_1_1-4,neutral
train,73_2_1-16,neutral
train,61_1_2-12,neutral
train,64_1_2-0,neutral
train,82_4_1-8,neutral
train,81_1_5-2,neutral
train,83_1_1-0,neutral
train,25_3_2-8,neutral
train,104_3_2-16,neutral
train,78_6_3-20,neutral
train,106_1_1-0,neutral
train,83_2_1-18,neutral
train,26_4_2-4,neutral
train,10_4_1-4,neutral
train,59_4_3-4,neutral
train,11_6_3-16,neutral
train,97_1_1-10,neutral
train,67_4_2-20,neutral
train,62_2_1-6,neutral
train,106_1_1-2,neutral
train,94_4_3-20,neutral
train,37_1_1-20,neutral
train,27_6_3-2,neutral
train,78_2_1-0,neutral
train,57_2_1-16,neutral
train,81_1_3-2,neutral
train,37_1_2-0,neutral
train,59_6_3-10,neutral
train,24_4_2-12,neutral
train,84_3_1-2,neutral
train,70_1_2-16,neutral
train,94_3_2-14,neutral
train,70_1_1-20,neutral
train,20_2_2-4,neutral
train,104_3_2-12,neutral
train,71_2_1-10,neutral
train,70_6_1-8,neutral
train,94_6_4-16,neutral
train,72_3_1-4,neutral
train,81_6_2-4,neutral
train,59_1_2-20,neutral
train,09_6_1-12,neutral
train,87_3_1-6,neutral
train,53_1_4-4,neutral
train,32_6_1-10,neutral
train,60_1_2-20,neutral
train,92_4_1-8,neutral
train,51_6_3-4,neutral
train,70_1_1-14,neutral
train,104_6_3-20,neutral
train,58_1_1-12,neutral
train,76_1_2-0,neutral
train,61_2_2-8,neutral
train,38_3_2-12,neutral
train,66_2_1-16,neutral
train,96_6_1-0,neutral
train,51_6_3-12,neutral
train,99_1_2-14,neutral
train,71_4_1-12,neutral
train,61_4_2-20,neutral
train,37_4_2-12,neutral
train,64_3_1-8,neutral
train,75_6_1-2,neutral
train,84_1_1-14,neutral
train,75_2_2-8,neutral
train,56_3_2-0,neutral
train,26_3_1-14,neutral
train,72_2_1-8,neutral
train,59_4_1-18,neutral
train,34_6_3-18,neutral
train,70_4_1-18,neutral
train,103_1_1-10,neutral
train,36_4_1-16,neutral
train,103_1_2-16,neutral
train,105_3_1-4,neutral
train,09_2_1-0,neutral
train,51_3_2-12,neutral
train,37_1_2-10,neutral
train,98_6_1-8,neutral
train,66_6_1-4,neutral
train,38_4_2-0,neutral
train,79_4_1-4,neutral
train,86_2_1-2,neutral
train,59_1_2-2,neutral
train,87_6_3-4,neutral
train,86_1_1-18,neutral
train,09_1_1-14,neutral
train,34_1_3-20,neutral
train,59_1_1-10,neutral
train,90_1_1-6,neutral
train,27_1_2-12,neutral
train,87_1_1-16,neutral
train,34_2_1-10,neutral
train,25_3_1-6,neutral
train,81_2_1-20,neutral
train,81_2_3-10,neutral
train,106_3_1-4,neutral
train,59_3_1-16,neutral
train,51_1_1-18,neutral
train,62_4_1-0,neutral
train,38_3_1-10,neutral
train,98_1_1-6,neutral
train,53_4_1-8,neutral
train,36_6_1-0,neutral
train,78_6_1-12,neutral
train,37_1_2-20,neutral
train,83_2_1-16,neutral
train,105_4_1-12,neutral
train,23_6_3-16,neutral
train,105_1_1-2,neutral
train,65_4_4-6,neutral
train,106_6_1-10,neutral
train,78_1_1-10,neutral
train,55_2_1-0,neutral
train,82_1_1-20,neutral
train,71_3_1-0,neutral
train,99_6_3-20,neutral
train,95_3_1-2,neutral
train,92_3_1-20,neutral
train,101_6_1-4,neutral
train,16_3_2-2,neutral
train,58_4_2-20,neutral
train,80_1_1-2,neutral
train,22_6_1-6,neutral
train,85_4_1-4,neutral
train,65_2_3-0,neutral
train,35_3_1-2,neutral
train,90_1_1-16,neutral
train,39_1_1-20,neutral
train,80_4_1-0,neutral
train,94_2_2-12,neutral
train,25_3_1-14,neutral
train,82_3_2-20,neutral
train,20_1_1-18,neutral
train,69_6_1-20,neutral
train,103_3_2-18,neutral
train,66_4_1-14,neutral
train,103_2_1-2,neutral
train,56_2_1-4,neutral
train,79_2_1-18,neutral
train,92_6_2-6,neutral
train,28_6_1-20,neutral
train,104_1_1-12,neutral
train,24_4_2-6,neutral
train,28_4_2-10,neutral
train,98_3_2-8,neutral
train,98_4_3-6,neutral
train,28_6_2-8,neutral
train,10_6_4-2,neutral
train,66_6_1-2,neutral
train,09_1_1-4,neutral
train,71_2_1-6,neutral
train,58_4_1-2,neutral
train,80_4_1-6,neutral
train,92_4_1-0,neutral
train,66_2_1-10,neutral
train,58_4_2-18,neutral
train,66_2_2-12,neutral
train,90_2_1-10,neutral
train,62_3_2-0,neutral
train,37_1_4-18,neutral
train,62_3_1-20,neutral
train,32_3_2-14,neutral
train,61_2_1-6,neutral
train,97_2_1-12,neutral
train,98_6_2-18,neutral
train,34_6_1-20,neutral
train,103_1_1-14,neutral
train,94_3_2-8,neutral
train,32_4_2-18,neutral
train,76_3_1-14,neutral
train,10_4_1-14,neutral
train,95_1_1-8,neutral
train,90_6_1-18,neutral
train,36_4_1-4,neutral
train,16_4_2-0,neutral
train,100_6_4-4,neutral
train,58_6_3-8,neutral
train,80_6_1-8,neutral
train,22_4_2-4,neutral
train,101_6_3-12,neutral
train,10_2_2-8,neutral
train,70_4_1-2,neutral
train,100_6_3-12,neutral
train,107_6_3-0,neutral
train,103_2_2-10,neutral
train,107_4_1-16,neutral
train,51_6_1-16,neutral
train,105_2_1-12,neutral
train,95_4_1-8,neutral
train,106_3_2-20,neutral
train,65_6_3-8,neutral
train,100_4_1-2,neutral
train,83_6_3-18,neutral
train,09_2_2-2,neutral
train,92_6_3-16,neutral
train,59_3_2-16,neutral
train,09_4_2-20,neutral
train,101_6_1-12,neutral
train,79_4_2-10,neutral
train,100_6_1-8,neutral
train,32_4_2-20,neutral
train,53_1_2-2,neutral
train,85_4_2-12,neutral
train,99_3_1-2,neutral
train,83_3_2-18,neutral
train,69_3_1-4,neutral
train,75_2_1-6,neutral
train,100_4_2-14,neutral
train,66_6_2-8,neutral
train,102_6_1-4,neutral
train,66_6_2-20,neutral
train,80_3_1-14,neutral
train,20_2_1-8,neutral
train,80_6_2-18,neutral
train,53_1_3-4,neutral
train,93_2_1-10,neutral
train,99_6_1-8,neutral
train,59_4_1-0,neutral
train,51_3_2-20,neutral
train,60_6_1-18,neutral
train,73_6_1-2,neutral
train,58_4_2-12,neutral
train,105_1_1-16,neutral
train,85_4_2-4,neutral
train,25_1_1-6,neutral
train,26_6_1-14,neutral
train,94_4_3-16,neutral
train,81_3_2-14,neutral
train,10_2_1-2,neutral
train,104_6_2-20,neutral
train,93_1_1-4,neutral
train,87_2_1-18,neutral
train,38_4_2-12,neutral
train,27_6_3-10,neutral
train,16_4_1-16,neutral
train,93_4_1-18,neutral
train,38_2_2-6,neutral
train,58_4_1-8,neutral
train,90_3_1-6,neutral
train,98_6_2-0,neutral
train,100_6_4-16,neutral
train,104_3_2-2,neutral
train,34_2_2-20,neutral
train,23_6_1-6,neutral
train,39_6_1-10,neutral
train,104_6_2-14,neutral
train,89_4_1-4,neutral
train,34_6_2-4,neutral
train,10_6_4-8,neutral
train,27_6_1-16,neutral
train,73_4_2-2,neutral
train,09_4_2-8,neutral
train,78_4_2-12,neutral
train,94_1_1-10,neutral
train,09_1_2-16,neutral
train,66_3_2-18,neutral
train,105_4_2-12,neutral
train,55_6_3-18,neutral
train,69_3_2-6,neutral
train,90_1_1-18,neutral
train,76_1_2-18,neutral
train,78_1_1-20,neutral
train,83_1_1-18,neutral
train,93_6_1-18,neutral
train,37_1_2-14,neutral
train,34_1_3-12,neutral
train,28_1_3-14,neutral
train,107_4_1-18,neutral
train,96_6_1-16,neutral
train,92_6_2-10,neutral
train,87_1_2-20,neutral
train,72_2_1-6,neutral
train,20_4_1-2,neutral
train,37_6_1-12,neutral
train,55_2_2-12,neutral
train,100_6_1-16,neutral
train,76_6_3-14,neutral
train,93_1_1-16,neutral
train,39_4_1-12,neutral
train,26_6_2-0,neutral
train,28_3_1-0,neutral
train,73_4_2-4,neutral
train,55_3_2-18,neutral
train,35_3_2-12,neutral
train,101_4_3-20,neutral
train,97_6_2-16,neutral
train,09_2_5-18,neutral
train,09_1_4-0,neutral
train,76_2_1-2,neutral
train,94_4_2-18,neutral
train,93_1_1-18,neutral
train,100_3_2-4,neutral
train,70_2_1-10,neutral
train,104_6_3-8,neutral
train,85_1_2-14,neutral
train,92_6_3-6,neutral
train,86_2_2-0,neutral
train,79_2_1-4,neutral
train,32_1_1-20,neutral
train,101_2_1-6,neutral
train,70_6_1-20,neutral
train,61_6_1-18,neutral
train,99_3_1-0,neutral
train,35_3_1-20,neutral
train,85_1_1-14,neutral
train,55_6_1-0,neutral
train,84_3_1-4,neutral
train,64_6_2-14,neutral
train,39_2_1-4,neutral
train,62_1_2-8,neutral
train,20_4_2-14,neutral
train,94_6_1-10,neutral
train,53_2_1-14,neutral
train,61_4_1-16,neutral
train,09_4_2-2,neutral
train,84_4_1-12,neutral
train,62_1_2-6,neutral
train,71_1_1-12,neutral
train,78_3_2-4,neutral
train,69_3_2-0,neutral
train,103_3_1-2,neutral
train,35_6_1-2,neutral
train,93_6_5-12,neutral
train,81_3_1-8,neutral
train,73_3_2-10,neutral
train,22_6_1-8,neutral
train,90_4_1-8,neutral
train,34_3_2-16,neutral
train,81_1_1-6,neutral
train,101_3_2-18,neutral
train,24_4_2-0,neutral
train,82_3_1-18,neutral
train,55_4_1-8,neutral
train,73_3_1-10,neutral
train,104_6_2-6,neutral
train,72_1_1-0,neutral
train,10_2_1-14,neutral
train,71_2_1-8,neutral
train,51_1_2-2,neutral
train,76_3_2-16,neutral
train,86_3_2-0,neutral
train,36_4_2-16,neutral
train,90_6_2-4,neutral
train,80_1_1-12,neutral
train,98_3_2-2,neutral
train,36_6_1-10,neutral
train,34_2_3-10,neutral
train,90_1_1-14,neutral
train,37_1_1-2,neutral
train,87_4_1-2,neutral
train,80_4_1-20,neutral
train,60_3_1-14,neutral
train,105_6_1-12,neutral
train,92_2_1-8,neutral
train,38_4_2-16,neutral
train,105_6_1-16,neutral
train,71_3_1-14,neutral
train,65_4_2-2,neutral
train,98_6_3-20,neutral
train,09_2_4-16,neutral
train,67_6_2-18,neutral
train,09_2_2-6,neutral
train,85_4_2-0,neutral
train,85_4_1-8,neutral
train,91_6_1-2,neutral
train,20_4_1-12,neutral
train,25_1_1-4,neutral
train,58_6_1-0,neutral
train,106_1_1-16,neutral
train,78_3_1-12,neutral
train,28_1_1-16,neutral
train,28_4_2-14,neutral
train,34_2_3-18,neutral
train,38_6_1-20,neutral
train,94_1_1-14,neutral
train,75_2_2-18,neutral
train,78_3_2-20,neutral
train,61_2_2-10,neutral
train,98_1_2-12,neutral
train,104_4_2-4,neutral
train,64_6_2-4,neutral
train,81_3_2-12,neutral
train,101_4_2-0,neutral
train,27_6_1-2,neutral
train,56_6_1-14,neutral
train,27_6_3-16,neutral
train,28_6_1-18,neutral
train,65_2_3-20,neutral
train,34_1_2-6,neutral
train,34_4_2-4,neutral
train,26_4_2-14,neutral
train,39_3_1-4,neutral
train,35_6_1-10,neutral
train,61_1_1-18,neutral
train,96_4_2-6,neutral
train,09_2_3-18,neutral
train,73_2_1-14,neutral
train,100_6_1-20,neutral
train,84_2_1-16,neutral
train,107_2_2-6,neutral
train,35_6_2-20,neutral
train,09_1_3-20,neutral
train,64_6_2-8,neutral
train,93_2_1-14,neutral
train,09_4_1-0,neutral
train,09_4_1-14,neutral
train,107_6_2-20,neutral
train,60_3_1-16,neutral
train,101_4_3-4,neutral
train,09_2_4-2,neutral
train,102_3_1-0,neutral
train,101_2_1-4,neutral
train,69_2_1-18,neutral
train,98_6_2-14,neutral
train,09_1_4-18,neutral
train,76_3_1-4,neutral
train,94_2_1-4,neutral
train,61_6_1-6,neutral
train,25_1_2-10,neutral
train,94_4_3-2,neutral
train,82_1_1-12,neutral
train,28_1_2-10,neutral
train,69_3_1-0,neutral
train,11_02_2-4,neutral
train,91_2_1-18,neutral
train,85_2_1-8,neutral
train,96_4_2-8,neutral
train,28_6_1-10,neutral
train,61_1_2-0,neutral
train,94_3_1-10,neutral
train,93_1_1-6,neutral
train,67_3_2-20,neutral
train,93_1_1-10,neutral
train,79_6_1-8,neutral
train,82_3_2-18,neutral
train,53_4_2-10,neutral
train,101_1_1-14,neutral
train,09_3_1-18,neutral
train,10_2_2-6,neutral
train,106_1_1-4,neutral
train,26_1_1-0,neutral
train,100_6_4-20,neutral
train,55_4_1-14,neutral
train,58_2_1-14,neutral
train,59_4_3-10,neutral
train,76_1_1-0,neutral
train,37_6_1-0,neutral
train,71_4_1-0,neutral
train,78_3_2-0,neutral
train,78_3_1-2,neutral
train,97_6_1-12,neutral
train,84_6_1-16,neutral
train,105_4_1-8,neutral
train,84_4_1-2,neutral
train,26_6_1-8,neutral
train,28_1_1-2,neutral
train,67_6_1-14,neutral
train,70_1_1-18,neutral
train,16_4_2-16,neutral
train,105_4_2-4,neutral
train,28_2_1-0,neutral
train,87_1_1-20,neutral
train,62_3_2-18,neutral
train,62_3_2-12,neutral
train,57_6_3-16,neutral
train,51_2_2-0,neutral
train,85_6_3-14,neutral
train,107_6_2-2,neutral
train,94_2_2-4,neutral
train,72_6_3-20,neutral
train,98_1_2-0,neutral
train,28_6_1-14,neutral
train,61_6_1-14,neutral
train,66_4_1-18,neutral
train,107_1_1-8,neutral
train,101_4_2-8,neutral
train,106_4_1-16,neutral
train,20_2_1-0,neutral
train,38_4_2-14,neutral
train,87_1_2-0,neutral
train,92_2_1-6,neutral
train,79_1_2-16,neutral
train,55_3_2-2,neutral
train,87_3_1-10,neutral
train,34_3_1-16,neutral
train,101_4_3-12,neutral
train,87_2_1-20,neutral
train,25_1_2-2,neutral
train,94_2_3-12,neutral
train,37_6_3-8,neutral
train,09_1_1-10,neutral
train,104_6_2-2,neutral
train,80_4_1-14,neutral
train,11_6_1-20,neutral
train,87_3_1-8,neutral
train,24_6_1-6,neutral
train,73_3_2-12,neutral
train,73_1_1-10,neutral
train,55_3_2-14,neutral
train,85_4_2-14,neutral
train,85_6_1-4,neutral
train,94_3_1-16,neutral
train,62_6_3-8,neutral
train,82_6_1-18,neutral
train,57_2_1-14,neutral
train,26_2_1-10,neutral
train,55_4_1-16,neutral
train,39_6_1-4,neutral
train,76_1_3-18,neutral
train,85_1_2-2,neutral
train,23_6_1-8,neutral
train,87_6_2-6,neutral
train,107_3_2-18,neutral
train,53_1_3-2,neutral
train,10_4_1-16,neutral
train,38_6_4-14,neutral
train,65_2_1-16,neutral
train,76_6_3-18,neutral
train,79_2_1-0,neutral
train,22_4_1-12,neutral
train,75_1_1-12,neutral
train,89_3_1-20,neutral
train,87_2_1-2,neutral
train,73_2_1-0,neutral
train,25_1_2-8,neutral
train,107_6_1-16,neutral
train,89_1_1-16,neutral
train,32_3_2-8,neutral
train,90_6_1-16,neutral
train,16_1_1-18,neutral
train,66_3_1-18,neutral
train,26_2_1-18,neutral
train,25_3_1-16,neutral
train,106_6_2-16,neutral
train,85_1_1-0,neutral
train,83_4_2-18,neutral
train,61_4_1-8,neutral
train,76_1_3-20,neutral
train,38_6_4-20,neutral
train,37_1_1-12,neutral
train,36_1_1-6,neutral
train,61_2_2-2,neutral
train,38_2_1-4,neutral
train,60_1_1-0,neutral
train,09_1_4-4,neutral
train,86_3_1-10,neutral
train,65_4_3-0,neutral
train,67_4_2-4,neutral
train,102_6_2-6,neutral
train,57_2_1-18,neutral
train,09_2_3-14,neutral
train,98_6_3-18,neutral
train,91_6_1-8,neutral
train,80_6_1-16,neutral
train,95_2_1-6,neutral
train,100_3_2-16,neutral
train,53_1_1-6,neutral
train,51_2_2-6,neutral
train,86_6_1-16,neutral
train,85_1_1-10,neutral
train,38_6_1-14,neutral
train,83_3_2-14,neutral
train,102_2_1-8,neutral
train,28_6_2-14,neutral
train,24_1_1-4,neutral
train,09_4_1-6,neutral
train,59_1_3-16,neutral
train,28_6_2-10,neutral
train,84_1_1-12,neutral
train,85_4_1-2,neutral
train,20_1_2-6,neutral
train,38_2_2-8,neutral
train,85_1_2-12,neutral
train,104_2_1-14,neutral
train,106_6_1-14,neutral
train,60_2_2-2,neutral
train,35_6_1-4,neutral
train,65_6_2-4,neutral
train,32_6_1-4,neutral
train,84_3_1-12,neutral
train,96_4_2-20,neutral
train,53_1_3-10,neutral
train,53_1_3-18,neutral
train,71_3_2-16,neutral
train,70_4_1-12,neutral
train,107_1_1-14,neutral
train,90_1_1-12,neutral
train,91_1_1-2,neutral
train,98_4_3-16,neutral
train,102_3_1-18,neutral
train,79_1_1-10,neutral
train,99_2_1-2,neutral
train,71_3_2-18,neutral
train,107_3_1-10,neutral
train,104_4_2-20,neutral
train,11_6_2-18,neutral
train,67_6_1-18,neutral
train,84_2_1-18,neutral
train,55_6_1-8,neutral
train,28_1_3-16,neutral
train,61_4_1-20,neutral
train,73_3_2-14,neutral
train,105_4_2-2,neutral
train,71_4_2-20,neutral
train,106_3_2-12,neutral
train,58_3_1-8,neutral
train,10_6_2-0,neutral
train,65_4_1-20,neutral
train,80_1_1-10,neutral
train,64_6_1-12,neutral
train,61_3_1-18,neutral
train,66_6_3-8,neutral
train,36_1_1-4,neutral
train,96_4_1-0,neutral
train,66_2_2-18,neutral
train,95_2_2-4,neutral
train,96_4_2-4,neutral
train,16_3_1-10,neutral
train,38_4_1-4,neutral
train,62_6_3-2,neutral
train,62_6_3-18,neutral
train,100_4_2-0,neutral
train,104_4_1-6,neutral
train,84_6_1-2,neutral
train,94_6_4-14,neutral
train,28_1_3-10,neutral
train,34_1_2-14,neutral
train,99_3_1-6,neutral
train,51_6_1-0,neutral
train,11_02_1-16,neutral
train,24_4_2-18,neutral
train,65_4_4-4,neutral
train,67_4_2-6,neutral
train,93_4_1-16,neutral
train,71_4_3-8,neutral
train,53_3_2-0,neutral
train,38_1_1-8,neutral
train,101_2_1-8,neutral
train,103_1_1-0,neutral
train,100_6_3-6,neutral
train,81_2_2-6,neutral
train,53_4_1-2,neutral
train,53_3_2-4,neutral
train,51_1_2-14,neutral
train,27_3_1-10,neutral
train,61_1_1-2,neutral
train,67_6_2-16,neutral
train,60_3_1-8,neutral
train,105_6_2-2,neutral
train,38_1_1-14,neutral
train,09_2_4-4,neutral
train,64_6_2-10,neutral
train,57_3_1-6,neutral
train,90_3_1-10,neutral
train,103_4_2-14,neutral
train,103_6_1-12,neutral
train,86_6_2-0,neutral
train,107_4_1-0,neutral
train,36_1_2-4,neutral
train,62_1_1-16,neutral
train,27_1_1-12,neutral
train,62_4_1-20,neutral
train,32_3_2-12,neutral
train,106_6_1-18,neutral
train,11_6_2-8,neutral
train,103_4_1-8,neutral
train,102_6_1-14,neutral
train,102_2_1-0,neutral
train,26_2_1-0,neutral
train,22_4_1-0,neutral
train,55_1_1-12,neutral
train,65_6_3-20,neutral
train,26_2_2-14,neutral
train,51_1_2-0,neutral
train,81_1_4-14,neutral
train,69_3_1-12,neutral
train,103_6_1-6,neutral
train,98_4_2-18,neutral
train,57_6_1-20,neutral
train,79_1_2-2,neutral
train,89_4_1-10,neutral
train,10_6_2-20,neutral
train,90_4_1-4,neutral
train,92_6_3-20,neutral
train,101_3_2-0,neutral
train,58_2_1-20,neutral
train,83_6_3-20,neutral
train,95_2_2-8,neutral
train,59_4_1-8,neutral
train,16_2_1-2,neutral
train,34_2_1-20,neutral
train,62_4_2-10,neutral
train,23_6_1-10,neutral
train,62_3_2-6,neutral
train,59_6_1-14,neutral
train,60_2_2-0,neutral
train,100_3_2-10,neutral
train,38_2_1-18,neutral
train,82_4_1-6,neutral
train,85_6_1-14,neutral
train,93_6_1-12,neutral
train,104_6_2-0,neutral
train,93_3_1-16,neutral
train,93_6_1-10,neutral
train,51_3_1-0,neutral
train,36_1_1-12,neutral
train,59_3_2-20,neutral
train,76_2_1-18,neutral
train,105_1_4-8,neutral
train,82_3_1-4,neutral
train,107_3_2-14,neutral
train,87_1_2-14,neutral
train,39_3_2-14,neutral
train,94_6_1-14,neutral
train,27_6_3-4,neutral
train,59_1_3-8,neutral
train,105_4_2-20,neutral
train,84_6_1-4,neutral
train,87_3_2-2,neutral
train,85_4_1-14,neutral
train,31_6_2-2,neutral
train,97_3_1-0,neutral
train,81_1_3-8,neutral
train,81_1_1-2,neutral
train,85_4_1-20,neutral
train,36_2_1-6,neutral
train,35_1_1-6,neutral
train,71_1_1-20,neutral
train,62_3_1-6,neutral
train,87_1_2-12,neutral
train,107_2_1-18,neutral
train,27_6_3-14,neutral
train,59_4_2-4,neutral
train,94_1_1-4,neutral
train,27_1_1-16,neutral
train,73_4_1-6,neutral
train,82_6_2-4,neutral
train,36_4_1-2,neutral
train,80_6_1-4,neutral
train,86_6_1-20,neutral
train,35_4_1-0,neutral
train,67_4_1-14,neutral
train,61_3_2-0,neutral
train,58_6_1-4,neutral
train,59_4_1-14,neutral
train,57_6_1-8,neutral
train,60_3_1-20,neutral
train,53_6_3-18,neutral
train,83_1_1-14,neutral
train,82_6_1-16,neutral
train,60_6_1-6,neutral
train,81_3_1-18,neutral
train,61_1_1-20,neutral
train,73_6_1-8,neutral
train,93_2_1-4,neutral
train,09_4_1-2,neutral
train,09_1_3-10,neutral
train,23_4_1-6,neutral
train,60_2_1-10,neutral
train,36_4_2-8,neutral
train,101_3_1-18,neutral
train,94_3_2-4,neutral
train,78_6_3-10,neutral
train,24_1_1-16,neutral
train,87_6_3-14,neutral
train,56_6_2-2,neutral
train,106_3_2-14,neutral
train,58_4_2-16,neutral
train,66_4_2-14,neutral
train,32_4_1-0,neutral
train,10_6_1-10,neutral
train,86_1_1-10,neutral
train,71_4_3-14,neutral
train,79_3_2-16,neutral
